localTeam,visitorTeam,localGoals,visitorGoals
Peru,Panama,0,2
Denmark,Portugal,4,2
Korea Republic,Iran,1,1
Argentina,Brazil,0,3
Saudi Arabia,Japan,1,0
Iceland,Denmark,0,2
Poland,Serbia,1,1
Russia,Croatia,0,0
Switzerland,Costa Rica,2,0
Sweden,Spain,2,0
Croatia,England,2,0
Iceland,Sweden,1,2
Poland,Portugal,2,1
Spain,Argentina,2,1
Belgium,Poland,0,1
Iran,Korea Republic,2,0
Japan,Saudi Arabia,3,1
Switzerland,Brazil,1,2
Panama,Peru,1,2
Australia,Denmark,1,3
Portugal,Brazil,2,0
Colombia,Uruguay,1,3
England,Spain,0,1
France,Argentina,0,1
Germany,Switzerland,3,1
Morocco,Tunisia,1,1
Panama,Costa Rica,1,0
Costa Rica,Panama,1,1
Japan,Peru,2,0
Korea Republic,Uruguay,0,2
Portugal,Belgium,4,0
Spain,Denmark,2,1
Colombia,Switzerland,3,1
Germany,Denmark,0,1
Spain,Iceland,1,0
Panama,Colombia,0,4
England,Brazil,1,1
Australia,Uruguay,1,2
Belgium,Portugal,1,2
Denmark,Sweden,0,3
Mexico,Iran,4,0
Switzerland,Argentina,1,1
Algeria,Argentina,3,4
Japan,Colombia,0,0
Croatia,Russia,0,0
Sweden,Iceland,5,0
Mexico,Panama,1,0
Mexico,Costa Rica,1,0
Uruguay,Peru,0,3
Brazil,Mexico,0,2
Argentina,Colombia,4,2
Argentina,Peru,4,0
Uruguay,Brazil,2,2
Korea Republic,Saudi Arabia,1,1
Mexico,Argentina,0,3
Mexico,Uruguay,3,1
Brazil,Argentina,3,0
Japan,Australia,1,1
Iran,Korea Republic,0,0
Japan,Saudi Arabia,2,3
Korea Republic,Japan,0,0
Algeria,Brazil,0,2
Belgium,Serbia,3,2
Costa Rica,Peru,1,1
England,Germany,1,2
Mexico,Colombia,0,1
Russia,Poland,2,2
Iceland,Spain,1,1
Peru,Colombia,2,2
Portugal,Poland,2,2
Sweden,Denmark,0,0
Mexico,Panama,1,0
Australia,Argentina,0,1
Switzerland,Japan,3,4
England,Russia,3,0
Mexico,Brazil,1,3
Portugal,Serbia,1,1
Denmark,Spain,1,3
Colombia,Brazil,0,0
Mexico,Nigeria,2,2
Russia,England,2,1
France,Morocco,2,2
Australia,Nigeria,1,0
Poland,Belgium,2,0
Spain,Sweden,3,0
Peru,Brazil,1,1
Colombia,Argentina,2,1
Switzerland,Nigeria,0,1
Brazil,Uruguay,2,1
Denmark,Iceland,3,0
England,Croatia,2,3
Morocco,Senegal,3,0
Panama,Costa Rica,1,1
Costa Rica,Sweden,0,1
Tunisia,Senegal,2,2
Iran,Costa Rica,0,0
England,Switzerland,2,1
Spain,France,1,0
Uruguay,Colombia,2,2
Japan,Korea Republic,1,1
Belgium,Morocco,1,4
Brazil,Sweden,1,0
France,England,1,0
Peru,Costa Rica,3,1
Switzerland,Germany,0,4
Russia,Serbia,2,1
Germany,Serbia,2,1
Senegal,Algeria,1,0
Spain,Peru,2,1
Poland,Denmark,1,1
France,Colombia,1,0
Mexico,Argentina,1,4
Germany,Poland,2,0
Mexico,Peru,4,0
Spain,Russia,4,1
Croatia,Germany,2,1
Peru,Colombia,1,1
Sweden,Spain,1,2
Switzerland,Portugal,2,0
Poland,Croatia,0,1
Uruguay,Peru,6,0
Russia,Sweden,2,0
Portugal,Germany,2,3
Russia,Spain,0,3
Germany,Spain,0,1
Denmark,Spain,0,3
Germany,Belgium,2,0
Japan,Uruguay,1,3
Sweden,France,2,3
Algeria,Senegal,3,2
Colombia,Uruguay,0,1
Saudi Arabia,Iran,1,1
Croatia,England,1,4
France,Serbia,2,1
Peru,Argentina,1,1
Portugal,Denmark,2,3
Argentina,Uruguay,2,1
Germany,Russia,2,1
Sweden,Portugal,0,0
France,Tunisia,3,1
Belgium,Spain,1,2
Brazil,Colombia,0,0
Brazil,Portugal,6,2
Colombia,Nigeria,1,0
France,Uruguay,0,0
Germany,England,1,2
Saudi Arabia,Korea Republic,0,2
Costa Rica,Panama,3,0
Mexico,Sweden,0,1
Costa Rica,Panama,0,0
France,Argentina,0,2
Iran,Korea Republic,1,1
Japan,Australia,0,0
Spain,England,2,0
Iran,Saudi Arabia,1,2
Mexico,Costa Rica,2,0
Portugal,Sweden,0,0
Iran,Senegal,1,1
Argentina,Panama,3,1
Japan,Belgium,4,0
France,Nigeria,0,1
Argentina,Colombia,1,0
Sweden,Denmark,0,1
Uruguay,Brazil,0,4
Colombia,Peru,1,0
Korea Republic,Saudi Arabia,0,0
Australia,Japan,2,1
Korea Republic,Iran,1,1
Tunisia,Nigeria,0,0
Mexico,Panama,1,1
Costa Rica,Mexico,1,1
Algeria,Uruguay,1,0
Russia,Argentina,2,3
Argentina,Brazil,1,3
Costa Rica,Mexico,0,3
Denmark,Portugal,1,1
Korea Republic,Australia,3,1
Peru,Uruguay,1,0
Spain,Belgium,5,0
Nigeria,Tunisia,2,2
England,Croatia,5,1
Mexico,Colombia,1,2
Argentina,Peru,2,1
Denmark,Sweden,1,0
Russia,Germany,0,1
Korea Republic,Senegal,2,0
Tunisia,Saudi Arabia,0,1
Uruguay,Argentina,0,1
Iran,Iceland,1,0
Brazil,England,1,0
Costa Rica,Uruguay,0,1
Denmark,Korea Republic,0,0
Spain,Argentina,2,1
Korea Republic,Serbia,0,1
Uruguay,Costa Rica,1,1
Argentina,Costa Rica,3,2
Nigeria,Algeria,1,0
Japan,Korea Republic,1,3
Algeria,Serbia,0,3
Belgium,Croatia,0,1
France,Spain,0,2
Germany,Argentina,0,1
Switzerland,Uruguay,1,3
Mexico,Iceland,0,0
Japan,Serbia,0,3
Mexico,Senegal,1,0
England,Mexico,3,1
Japan,Korea Republic,0,2
Nigeria,Saudi Arabia,0,0
France,Costa Rica,2,1
Denmark,Senegal,2,0
Spain,Saudi Arabia,3,2
Japan,England,1,2
Nigeria,Colombia,1,1
Tunisia,France,1,1
Australia,Denmark,1,0
Switzerland,Costa Rica,0,1
Spain,Korea Republic,1,0
Spain,Poland,6,0
Uruguay,France,0,0
Argentina,Nigeria,1,0
Germany,Australia,4,0
Spain,Switzerland,0,1
Argentina,Korea Republic,4,1
France,Mexico,0,2
England,Algeria,0,0
Germany,Serbia,0,1
Mexico,Uruguay,0,1
Nigeria,Korea Republic,2,2
Australia,Serbia,2,1
Denmark,Japan,1,3
Portugal,Brazil,0,0
Uruguay,Korea Republic,2,1
Argentina,Mexico,3,1
Germany,England,4,1
Spain,Portugal,1,0
Argentina,Germany,0,4
Germany,Spain,0,1
Uruguay,Germany,2,3
Denmark,Germany,2,2
Korea Republic,Nigeria,2,1
Mexico,Spain,1,1
Belgium,Germany,0,1
Panama,Costa Rica,2,2
Switzerland,Australia,0,0
Argentina,Spain,4,1
Denmark,Iceland,1,0
Korea Republic,Iran,0,1
Mexico,Colombia,1,0
Poland,Australia,1,2
Switzerland,England,1,3
Iran,Brazil,0,3
Japan,Argentina,1,0
Peru,Costa Rica,2,0
Portugal,Denmark,3,1
Iceland,Portugal,1,3
Korea Republic,Japan,0,0
Panama,Peru,1,0
Argentina,Brazil,1,0
Colombia,Peru,1,1
England,France,1,2
Portugal,Spain,4,0
Russia,Belgium,0,2
Sweden,Germany,0,0
Australia,Korea Republic,1,1
Saudi Arabia,Japan,0,5
Panama,Costa Rica,1,1
Iran,Korea Republic,0,1
Japan,Korea Republic,2,2
Australia,Japan,0,1
Peru,Panama,1,0
Argentina,Portugal,2,1
Denmark,England,1,2
France,Brazil,1,0
Iran,Russia,1,0
Spain,Colombia,1,0
Algeria,Morocco,1,0
Costa Rica,Argentina,0,0
France,Croatia,0,0
Germany,Australia,1,2
Germany,Uruguay,2,1
Japan,Peru,0,0
Nigeria,Argentina,4,1
Korea Republic,Serbia,2,1
England,Switzerland,2,2
Iceland,Denmark,0,2
Morocco,Algeria,4,0
Poland,Argentina,2,1
Australia,Serbia,0,0
Poland,France,0,1
Mexico,Costa Rica,4,1
Colombia,Mexico,0,0
Colombia,Senegal,2,0
Peru,Senegal,1,0
Colombia,Costa Rica,1,0
Uruguay,Peru,1,1
Argentina,Colombia,0,0
Peru,Mexico,1,0
Argentina,Costa Rica,3,0
Uruguay,Mexico,1,0
Argentina,Uruguay,1,1
Colombia,Peru,0,2
Peru,Uruguay,0,2
Germany,Brazil,3,2
Japan,Korea Republic,3,0
Russia,Serbia,1,0
Senegal,Morocco,0,2
Poland,Mexico,1,1
Argentina,Nigeria,3,1
Poland,Germany,2,2
Saudi Arabia,Australia,1,3
Argentina,Brazil,0,0
Brazil,Argentina,2,0
Costa Rica,Brazil,0,1
Korea Republic,Poland,2,2
Portugal,Iceland,5,3
Denmark,Portugal,2,1
Germany,Belgium,3,1
Mexico,Brazil,1,2
Denmark,Sweden,2,0
Mexico,Serbia,2,0
Panama,Costa Rica,2,0
Algeria,Tunisia,1,0
England,Spain,1,0
Colombia,Argentina,1,2
Costa Rica,Spain,2,2
England,Sweden,1,0
France,Belgium,0,0
Morocco,Tunisia,1,2
Japan,Iceland,3,1
Australia,Saudi Arabia,4,2
Croatia,Sweden,1,3
Denmark,Russia,0,2
Germany,France,1,2
Mexico,Colombia,0,2
Poland,Portugal,0,0
Switzerland,Argentina,1,3
Tunisia,Peru,1,1
Peru,Nigeria,1,0
Morocco,Senegal,0,1
Russia,Uruguay,1,1
Denmark,Brazil,1,3
Spain,Serbia,2,0
Switzerland,Germany,5,3
France,Iceland,3,2
Spain,Korea Republic,4,1
Sweden,Iceland,3,2
France,Serbia,2,0
Denmark,Australia,2,0
England,Belgium,1,0
Mexico,Brazil,2,0
Peru,Colombia,0,1
Sweden,Serbia,2,1
Brazil,Argentina,3,4
Germany,Portugal,1,0
Uruguay,Peru,4,2
France,England,1,1
Australia,Japan,1,1
Poland,Russia,1,1
Denmark,Portugal,2,3
Sweden,England,2,3
Denmark,Germany,1,2
Croatia,Spain,0,1
Saudi Arabia,Morocco,4,0
Sweden,France,2,0
Spain,France,2,0
Portugal,Spain,0,0
Costa Rica,Peru,0,1
Croatia,Switzerland,2,4
France,Uruguay,0,0
Germany,Argentina,1,3
Iran,Tunisia,2,2
Portugal,Panama,2,0
Sweden,Brazil,0,3
Colombia,Uruguay,4,0
Costa Rica,Mexico,0,2
Spain,Saudi Arabia,5,0
Belgium,Croatia,1,1
Mexico,Costa Rica,1,0
Peru,Argentina,1,1
Brazil,Argentina,2,1
Argentina,Uruguay,3,0
France,Japan,0,1
Russia,Portugal,1,0
Germany,Sweden,4,4
Iceland,Switzerland,0,2
Iran,Korea Republic,1,0
Japan,Brazil,0,4
Spain,France,1,1
Poland,England,1,1
Brazil,Colombia,1,1
Korea Republic,Australia,1,2
Panama,Spain,1,5
Poland,Uruguay,1,3
Saudi Arabia,Argentina,0,0
Sweden,England,4,2
Tunisia,Switzerland,1,2
Argentina,Brazil,2,1
Iran,Saudi Arabia,0,0
Tunisia,Algeria,1,0
Croatia,Korea Republic,4,0
England,Brazil,2,1
France,Germany,1,2
Iceland,Russia,0,2
Panama,Costa Rica,2,2
Spain,Uruguay,3,1
Sweden,Argentina,2,3
Croatia,Serbia,2,0
Russia,Brazil,1,1
France,Spain,0,1
Mexico,Peru,0,0
Mexico,Nigeria,2,2
Panama,Peru,1,2
Brazil,England,2,2
Japan,Australia,1,1
Uruguay,France,1,0
Argentina,Colombia,0,0
Belgium,Serbia,2,1
Panama,Mexico,0,0
Portugal,Russia,1,0
Brazil,France,3,0
Croatia,Portugal,0,1
Colombia,Peru,2,0
Mexico,Costa Rica,0,0
Brazil,Japan,3,0
Spain,Uruguay,2,1
Costa Rica,Panama,2,0
Korea Republic,Iran,0,1
Brazil,Mexico,2,0
Nigeria,Uruguay,1,2
Japan,Mexico,1,2
Nigeria,Spain,0,3
Brazil,Uruguay,2,1
Brazil,Spain,3,0
Mexico,Panama,1,2
Morocco,Tunisia,0,0
Korea Republic,Australia,0,0
Panama,Mexico,2,1
Japan,Australia,3,2
Korea Republic,Japan,1,2
Belgium,France,0,0
Colombia,Serbia,1,0
Japan,Uruguay,2,4
Korea Republic,Peru,0,0
Poland,Denmark,3,2
Switzerland,Brazil,1,0
Peru,Uruguay,1,2
Switzerland,Iceland,4,4
Brazil,Australia,6,0
Brazil,Portugal,3,1
Korea Republic,Croatia,1,2
Uruguay,Colombia,2,0
Argentina,Peru,3,1
Croatia,Belgium,1,2
France,Australia,6,0
Mexico,Panama,2,1
Korea Republic,Brazil,0,2
Costa Rica,Mexico,2,1
England,Poland,2,0
Sweden,Germany,3,5
Uruguay,Argentina,3,2
Belgium,Colombia,0,2
Iceland,Croatia,0,0
Korea Republic,Switzerland,2,1
Portugal,Sweden,1,0
Russia,Serbia,1,1
Australia,Costa Rica,1,0
Belgium,Japan,2,3
Croatia,Iceland,2,0
England,Germany,0,1
Russia,Korea Republic,2,1
Sweden,Portugal,2,3
Iceland,Sweden,0,2
Costa Rica,Korea Republic,0,1
Morocco,Nigeria,3,4
Mexico,Korea Republic,4,0
Colombia,Tunisia,1,1
England,Denmark,1,0
Switzerland,Croatia,2,2
Germany,Poland,0,0
Denmark,Sweden,1,0
Korea Republic,Tunisia,0,1
England,Peru,3,0
Colombia,Senegal,2,2
Sweden,Belgium,0,2
Costa Rica,Japan,1,3
Brazil,Panama,4,0
Switzerland,Peru,2,0
Brazil,Serbia,1,0
Croatia,Australia,1,0
Mexico,Portugal,0,1
Russia,Morocco,2,0
Belgium,Tunisia,1,0
Brazil,Croatia,3,1
Uruguay,Costa Rica,1,3
Germany,Portugal,4,0
Iran,Nigeria,0,0
Belgium,Algeria,2,1
Brazil,Mexico,0,0
Russia,Korea Republic,1,1
Uruguay,England,2,1
Switzerland,France,2,5
Argentina,Iran,1,0
Belgium,Russia,1,0
Korea Republic,Algeria,2,4
Australia,Spain,0,3
Croatia,Mexico,1,3
Costa Rica,England,0,0
Japan,Colombia,1,4
Nigeria,Argentina,2,3
Algeria,Russia,1,1
Korea Republic,Belgium,0,1
Colombia,Uruguay,2,0
France,Nigeria,2,0
Germany,Algeria,2,1
Argentina,Switzerland,1,0
Brazil,Colombia,2,1
France,Germany,0,1
Argentina,Belgium,1,0
Brazil,Germany,1,7
Germany,Argentina,1,0
Germany,Argentina,2,4
Belgium,Australia,2,0
France,Spain,1,0
Japan,Uruguay,0,2
Costa Rica,Panama,2,2
Australia,Saudi Arabia,3,2
Korea Republic,Uruguay,0,1
Switzerland,England,0,2
Sweden,Russia,1,1
Saudi Arabia,Uruguay,1,1
Senegal,Tunisia,0,0
Argentina,Brazil,0,2
France,Portugal,2,1
Poland,Germany,2,0
Mexico,Panama,1,0
Denmark,Portugal,0,1
Japan,Brazil,0,4
Korea Republic,Costa Rica,1,3
Tunisia,Senegal,1,0
Argentina,Croatia,2,1
Belgium,Iceland,3,1
Uruguay,Costa Rica,3,3
France,Sweden,1,0
Iran,Korea Republic,1,0
Japan,Australia,2,1
Portugal,Argentina,1,0
Spain,Germany,0,1
Korea Republic,Saudi Arabia,2,0
Tunisia,Algeria,1,1
Australia,Korea Republic,0,1
Senegal,Algeria,0,2
Australia,Korea Republic,2,1
Germany,Australia,2,2
France,Brazil,1,3
Japan,Tunisia,2,0
Morocco,Uruguay,0,1
France,Denmark,2,0
Portugal,Serbia,2,1
Panama,Costa Rica,2,1
Sweden,Iran,3,1
Colombia,Costa Rica,1,0
Brazil,Mexico,2,0
France,Belgium,3,4
Spain,Costa Rica,2,1
Denmark,Serbia,2,0
Brazil,Peru,2,1
Morocco,Tunisia,1,1
Argentina,Uruguay,1,0
Brazil,Colombia,0,1
Colombia,Peru,0,0
Argentina,Colombia,0,0
Mexico,Costa Rica,2,2
Mexico,Costa Rica,1,0
Panama,Mexico,1,2
Japan,Korea Republic,1,1
Germany,Poland,3,1
Portugal,France,0,1
Costa Rica,Brazil,0,1
Russia,Sweden,1,0
France,Serbia,2,1
England,Switzerland,2,0
Mexico,Argentina,2,2
Colombia,Peru,2,0
Portugal,Denmark,1,0
Denmark,France,1,2
Algeria,Senegal,1,0
Iran,Japan,1,1
Uruguay,Colombia,3,0
Tunisia,Morocco,2,3
Argentina,Brazil,1,1
France,Germany,2,0
Poland,Iceland,4,2
Spain,England,2,0
Russia,Portugal,1,0
Sweden,Denmark,2,1
Brazil,Peru,3,0
Colombia,Argentina,0,1
Denmark,Sweden,2,2
England,France,2,0
Russia,Croatia,1,3
Tunisia,Nigeria,1,1
Poland,Serbia,1,0
Denmark,Iceland,2,1
Brazil,Uruguay,2,2
Germany,England,2,3
France,Russia,4,2
Portugal,Belgium,2,1
Uruguay,Peru,1,0
England,Australia,2,1
Switzerland,Belgium,1,2
Spain,Korea Republic,6,1
England,Portugal,1,0
Mexico,Uruguay,3,1
Russia,Serbia,1,1
Argentina,Panama,5,0
Colombia,Costa Rica,2,3
England,Russia,1,1
Brazil,Peru,0,1
Portugal,Iceland,1,1
Germany,Poland,0,0
Peru,Colombia,0,0
France,Switzerland,0,0
Croatia,Spain,2,1
Sweden,Belgium,0,1
Croatia,Portugal,0,1
Switzerland,Poland,1,1
England,Iceland,1,2
Poland,Portugal,1,1
France,Iceland,5,2
France,Germany,2,0
France,Portugal,0,1
Argentina,Uruguay,1,0
Belgium,Spain,0,2
Brazil,Colombia,2,1
Costa Rica,Panama,3,1
Switzerland,Portugal,2,0
Peru,Argentina,2,2
Saudi Arabia,Australia,2,2
Poland,Denmark,3,2
Russia,Costa Rica,3,4
Australia,Japan,1,1
Colombia,Uruguay,2,2
Iran,Korea Republic,1,0
Mexico,Panama,1,0
Brazil,Argentina,3,0
France,Sweden,2,1
Croatia,Iceland,2,0
Nigeria,Algeria,3,1
Argentina,Colombia,3,0
England,Spain,2,2
Japan,Saudi Arabia,2,1
Panama,Mexico,0,0
Peru,Brazil,0,2
Tunisia,Senegal,0,2
Algeria,Tunisia,1,2
Panama,Costa Rica,1,0
Senegal,Algeria,2,2
Brazil,Colombia,1,0
Mexico,Iceland,1,0
Germany,England,1,0
Nigeria,Senegal,1,1
Uruguay,Brazil,1,4
Mexico,Costa Rica,2,0
France,Spain,0,2
Morocco,Tunisia,1,0
Peru,Uruguay,2,1
Portugal,Sweden,2,3
Russia,Belgium,3,3
Mexico,Croatia,1,2
Denmark,Germany,1,1
Spain,Colombia,2,2
Australia,Saudi Arabia,3,2
Costa Rica,Panama,0,0
Argentina,Brazil,1,0
Sweden,France,2,1
Iceland,Croatia,1,0
Australia,Brazil,0,4
France,England,3,2
Portugal,Mexico,2,2
Australia,Germany,2,3
Russia,Portugal,0,1
Russia,Mexico,1,2
Germany,Mexico,4,1
Portugal,Mexico,2,1
Costa Rica,Panama,1,0
Japan,Australia,2,0
Korea Republic,Iran,0,0
Uruguay,Argentina,0,0
Denmark,Poland,4,0
Mexico,Panama,1,0
Colombia,Brazil,1,1
Costa Rica,Mexico,1,1
Saudi Arabia,Japan,1,0
Argentina,Peru,0,0
Russia,Korea Republic,4,2
Korea Republic,Morocco,1,3
Panama,Costa Rica,2,1
Peru,Colombia,1,1
Portugal,Switzerland,2,0
Russia,Iran,1,1
Iran,Panama,2,1
Algeria,Nigeria,3,0
Belgium,Mexico,3,3
England,Germany,0,0
Japan,Brazil,1,3
Korea Republic,Colombia,2,1
Poland,Uruguay,0,0
Portugal,Saudi Arabia,3,0
Russia,Argentina,0,1
Spain,Costa Rica,5,0
Poland,Mexico,0,1
Argentina,Nigeria,2,4
Belgium,Japan,1,0
England,Brazil,0,0
Germany,France,2,2
Korea Republic,Serbia,1,1
Russia,Spain,3,3
Japan,Korea Republic,1,4
Denmark,Sweden,0,1
Denmark,Panama,1,0
France,Colombia,2,3
Germany,Spain,1,1
Mexico,Iceland,3,0
Peru,Croatia,2,0
Poland,Nigeria,0,1
Russia,Brazil,0,3
Tunisia,Iran,1,0
Algeria,Iran,1,2
Australia,Colombia,0,0
Belgium,Saudi Arabia,4,0
Germany,Brazil,0,1
Mexico,Croatia,0,1
Peru,Iceland,3,1
Poland,Korea Republic,3,2
Russia,France,1,3
Spain,Argentina,6,1
Switzerland,Panama,6,0
Tunisia,Costa Rica,1,0
Algeria,Saudi Arabia,0,2
Portugal,Tunisia,2,2
England,Nigeria,2,1
Sweden,Denmark,0,0
Belgium,Portugal,0,0
Saudi Arabia,Peru,0,3
Spain,Switzerland,1,1
Croatia,Brazil,0,2
England,Costa Rica,2,0
Portugal,Algeria,3,0
Germany,Saudi Arabia,2,1
Croatia,Senegal,2,1
Switzerland,Japan,2,0
Denmark,Mexico,2,0
Sweden,Peru,0,0
Tunisia,Spain,1,0
Korea Republic,Senegal,0,2
Belgium,Costa Rica,4,1
Serbia,Uruguay,1,0
Serbia,Russia,1,2
Serbia,Russia,0,0
Serbia,Spain,1,1
Serbia,Korea Republic,3,1
Serbia,Nigeria,3,0
Serbia,Japan,1,0
Serbia,Iran,1,0
Serbia,Switzerland,1,1
Serbia,Croatia,0,0
Serbia,Spain,3,4
Serbia,Japan,1,0
Serbia,Switzerland,1,1
Serbia,Russia,0,1
Serbia,Spain,0,0
Serbia,Belgium,0,0
Serbia,Uruguay,1,1
Serbia,Belgium,1,0
Serbia,Portugal,1,1
Serbia,Poland,2,2
Serbia,Poland,0,1
Serbia,Sweden,2,0
Serbia,France,1,1
Serbia,Poland,0,0
Serbia,Belgium,0,3
Serbia,Croatia,1,1
Serbia,Japan,2,0
Serbia,France,1,1
Serbia,Denmark,1,3
Serbia,Portugal,1,2
Serbia,Morocco,1,2
Serbia,Nigeria,2,0